id,original_id,split,target_prefix_ratio,visible_ratio,prefix_tokens,total_tokens,hidden_tokens,prefix_utterance,masked_utterance,full_utterance,full_label,label,label_source
deepseek3000-00995__p060,deepseek3000-00995,train,0.60,0.714286,5,7,2,Come here and stand next,Come here and stand next <MASK> <MASK>,Come here and stand next to me.,motion_query,motion_query,motion_cue_seen
deepseek3000-00995__p080,deepseek3000-00995,train,0.80,0.857143,6,7,1,Come here and stand next to,Come here and stand next to <MASK>,Come here and stand next to me.,motion_query,motion_query,motion_cue_seen
deepseek3000-00995__p100,deepseek3000-00995,train,1.00,1.000000,7,7,0,Come here and stand next to me.,Come here and stand next to me.,Come here and stand next to me.,motion_query,motion_query,complete_input
deepseek3000-02263__p020,deepseek3000-02263,train,0.20,0.250000,1,4,3,Pull,Pull <MASK> <MASK> <MASK>,Pull the curtain closed.,motion_query,motion_query,motion_cue_seen
deepseek3000-02263__p040,deepseek3000-02263,train,0.40,0.500000,2,4,2,Pull the,Pull the <MASK> <MASK>,Pull the curtain closed.,motion_query,motion_query,motion_cue_seen
deepseek3000-02263__p060,deepseek3000-02263,train,0.60,0.750000,3,4,1,Pull the curtain,Pull the curtain <MASK>,Pull the curtain closed.,motion_query,motion_query,motion_cue_seen
deepseek3000-02263__p080,deepseek3000-02263,train,0.80,1.000000,4,4,0,Pull the curtain closed.,Pull the curtain closed.,Pull the curtain closed.,motion_query,motion_query,complete_input
deepseek3000-02263__p100,deepseek3000-02263,train,1.00,1.000000,4,4,0,Pull the curtain closed.,Pull the curtain closed.,Pull the curtain closed.,motion_query,motion_query,complete_input
deepseek3000-01327__p020,deepseek3000-01327,train,0.20,0.250000,1,4,3,Do,Do <MASK> <MASK> <MASK>,Do you have emotions?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01327__p040,deepseek3000-01327,train,0.40,0.500000,2,4,2,Do you,Do you <MASK> <MASK>,Do you have emotions?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01327__p060,deepseek3000-01327,train,0.60,0.750000,3,4,1,Do you have,Do you have <MASK>,Do you have emotions?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01327__p080,deepseek3000-01327,train,0.80,1.000000,4,4,0,Do you have emotions?,Do you have emotions?,Do you have emotions?,chat,chat,complete_input
deepseek3000-01327__p100,deepseek3000-01327,train,1.00,1.000000,4,4,0,Do you have emotions?,Do you have emotions?,Do you have emotions?,chat,chat,complete_input
deepseek3000-00304__p020,deepseek3000-00304,train,0.20,0.285714,2,7,5,Can you,Can you <MASK> <MASK> <MASK> <MASK> <MASK>,Can you translate this sentence into Spanish?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00304__p040,deepseek3000-00304,train,0.40,0.428571,3,7,4,Can you translate,Can you translate <MASK> <MASK> <MASK> <MASK>,Can you translate this sentence into Spanish?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00304__p060,deepseek3000-00304,train,0.60,0.714286,5,7,2,Can you translate this sentence,Can you translate this sentence <MASK> <MASK>,Can you translate this sentence into Spanish?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00304__p080,deepseek3000-00304,train,0.80,0.857143,6,7,1,Can you translate this sentence into,Can you translate this sentence into <MASK>,Can you translate this sentence into Spanish?,chat,chat,high_ratio_no_motion_cue
deepseek3000-00304__p100,deepseek3000-00304,train,1.00,1.000000,7,7,0,Can you translate this sentence into Spanish?,Can you translate this sentence into Spanish?,Can you translate this sentence into Spanish?,chat,chat,complete_input
deepseek3000-01060__p020,deepseek3000-01060,train,0.20,0.222222,2,9,7,My laptop,My laptop <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,"My laptop won't turn on, what should I do?",chat,wait,chat_prefix_too_ambiguous
deepseek3000-01060__p040,deepseek3000-01060,train,0.40,0.444444,4,9,5,My laptop won't turn,My laptop won't turn <MASK> <MASK> <MASK> <MASK> <MASK>,"My laptop won't turn on, what should I do?",chat,wait,potential_motion_ambiguity
deepseek3000-01060__p060,deepseek3000-01060,train,0.60,0.666667,6,9,3,"My laptop won't turn on, what","My laptop won't turn on, what <MASK> <MASK> <MASK>","My laptop won't turn on, what should I do?",chat,wait,potential_motion_ambiguity
deepseek3000-01060__p080,deepseek3000-01060,train,0.80,0.888889,8,9,1,"My laptop won't turn on, what should I","My laptop won't turn on, what should I <MASK>","My laptop won't turn on, what should I do?",chat,wait,potential_motion_ambiguity
deepseek3000-01060__p100,deepseek3000-01060,train,1.00,1.000000,9,9,0,"My laptop won't turn on, what should I do?","My laptop won't turn on, what should I do?","My laptop won't turn on, what should I do?",chat,chat,complete_input
deepseek3000-00614__p020,deepseek3000-00614,train,0.20,0.250000,2,8,6,Can you,Can you <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Can you recommend a good podcast on history?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00614__p040,deepseek3000-00614,train,0.40,0.500000,4,8,4,Can you recommend a,Can you recommend a <MASK> <MASK> <MASK> <MASK>,Can you recommend a good podcast on history?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00614__p060,deepseek3000-00614,train,0.60,0.625000,5,8,3,Can you recommend a good,Can you recommend a good <MASK> <MASK> <MASK>,Can you recommend a good podcast on history?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00614__p080,deepseek3000-00614,train,0.80,0.875000,7,8,1,Can you recommend a good podcast on,Can you recommend a good podcast on <MASK>,Can you recommend a good podcast on history?,chat,chat,high_ratio_no_motion_cue
deepseek3000-00614__p100,deepseek3000-00614,train,1.00,1.000000,8,8,0,Can you recommend a good podcast on history?,Can you recommend a good podcast on history?,Can you recommend a good podcast on history?,chat,chat,complete_input
deepseek3000-00982__p020,deepseek3000-00982,train,0.20,0.200000,2,10,8,Where can,Where can <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Where can I find a good coffee shop near here?,chat,chat,text_cue_seen
deepseek3000-00982__p040,deepseek3000-00982,train,0.40,0.400000,4,10,6,Where can I find,Where can I find <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Where can I find a good coffee shop near here?,chat,chat,text_cue_seen
deepseek3000-00982__p060,deepseek3000-00982,train,0.60,0.600000,6,10,4,Where can I find a good,Where can I find a good <MASK> <MASK> <MASK> <MASK>,Where can I find a good coffee shop near here?,chat,chat,text_cue_seen
deepseek3000-00982__p080,deepseek3000-00982,train,0.80,0.800000,8,10,2,Where can I find a good coffee shop,Where can I find a good coffee shop <MASK> <MASK>,Where can I find a good coffee shop near here?,chat,chat,text_cue_seen
deepseek3000-00982__p100,deepseek3000-00982,train,1.00,1.000000,10,10,0,Where can I find a good coffee shop near here?,Where can I find a good coffee shop near here?,Where can I find a good coffee shop near here?,chat,chat,complete_input
deepseek3000-02935__p020,deepseek3000-02935,train,0.20,0.200000,1,5,4,Please,Please <MASK> <MASK> <MASK> <MASK>,Please pick up the trash.,motion_query,wait,motion_cue_not_seen
deepseek3000-02935__p040,deepseek3000-02935,train,0.40,0.400000,2,5,3,Please pick,Please pick <MASK> <MASK> <MASK>,Please pick up the trash.,motion_query,wait,motion_cue_not_seen
deepseek3000-02935__p060,deepseek3000-02935,train,0.60,0.600000,3,5,2,Please pick up,Please pick up <MASK> <MASK>,Please pick up the trash.,motion_query,motion_query,motion_cue_seen
deepseek3000-02935__p080,deepseek3000-02935,train,0.80,0.800000,4,5,1,Please pick up the,Please pick up the <MASK>,Please pick up the trash.,motion_query,motion_query,motion_cue_seen
deepseek3000-02935__p100,deepseek3000-02935,train,1.00,1.000000,5,5,0,Please pick up the trash.,Please pick up the trash.,Please pick up the trash.,motion_query,motion_query,complete_input
deepseek3000-02378__p020,deepseek3000-02378,train,0.20,0.333333,2,6,4,What time,What time <MASK> <MASK> <MASK> <MASK>,What time is it in Tokyo?,chat,chat,text_cue_seen
deepseek3000-02378__p040,deepseek3000-02378,train,0.40,0.500000,3,6,3,What time is,What time is <MASK> <MASK> <MASK>,What time is it in Tokyo?,chat,chat,text_cue_seen
deepseek3000-02378__p060,deepseek3000-02378,train,0.60,0.666667,4,6,2,What time is it,What time is it <MASK> <MASK>,What time is it in Tokyo?,chat,chat,text_cue_seen
deepseek3000-02378__p080,deepseek3000-02378,train,0.80,0.833333,5,6,1,What time is it in,What time is it in <MASK>,What time is it in Tokyo?,chat,chat,text_cue_seen
deepseek3000-02378__p100,deepseek3000-02378,train,1.00,1.000000,6,6,0,What time is it in Tokyo?,What time is it in Tokyo?,What time is it in Tokyo?,chat,chat,complete_input
deepseek3000-01761__p020,deepseek3000-01761,train,0.20,0.250000,2,8,6,Raise your,Raise your <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Raise your hand if you have a question.,motion_query,motion_query,motion_cue_seen
deepseek3000-01761__p040,deepseek3000-01761,train,0.40,0.500000,4,8,4,Raise your hand if,Raise your hand if <MASK> <MASK> <MASK> <MASK>,Raise your hand if you have a question.,motion_query,motion_query,motion_cue_seen
deepseek3000-01761__p060,deepseek3000-01761,train,0.60,0.625000,5,8,3,Raise your hand if you,Raise your hand if you <MASK> <MASK> <MASK>,Raise your hand if you have a question.,motion_query,motion_query,motion_cue_seen
deepseek3000-01761__p080,deepseek3000-01761,train,0.80,0.875000,7,8,1,Raise your hand if you have a,Raise your hand if you have a <MASK>,Raise your hand if you have a question.,motion_query,motion_query,motion_cue_seen
deepseek3000-01761__p100,deepseek3000-01761,train,1.00,1.000000,8,8,0,Raise your hand if you have a question.,Raise your hand if you have a question.,Raise your hand if you have a question.,motion_query,motion_query,complete_input
deepseek3000-01623__p020,deepseek3000-01623,train,0.20,0.285714,2,7,5,Can you,Can you <MASK> <MASK> <MASK> <MASK> <MASK>,Can you describe the taste of chocolate?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01623__p040,deepseek3000-01623,train,0.40,0.428571,3,7,4,Can you describe,Can you describe <MASK> <MASK> <MASK> <MASK>,Can you describe the taste of chocolate?,chat,chat,text_cue_seen
deepseek3000-01623__p060,deepseek3000-01623,train,0.60,0.714286,5,7,2,Can you describe the taste,Can you describe the taste <MASK> <MASK>,Can you describe the taste of chocolate?,chat,chat,text_cue_seen
deepseek3000-01623__p080,deepseek3000-01623,train,0.80,0.857143,6,7,1,Can you describe the taste of,Can you describe the taste of <MASK>,Can you describe the taste of chocolate?,chat,chat,text_cue_seen
deepseek3000-01623__p100,deepseek3000-01623,train,1.00,1.000000,7,7,0,Can you describe the taste of chocolate?,Can you describe the taste of chocolate?,Can you describe the taste of chocolate?,chat,chat,complete_input
deepseek3000-01067__p020,deepseek3000-01067,train,0.20,0.333333,2,6,4,Extend your,Extend your <MASK> <MASK> <MASK> <MASK>,Extend your hand for a handshake.,motion_query,wait,motion_cue_not_seen
deepseek3000-01067__p040,deepseek3000-01067,train,0.40,0.500000,3,6,3,Extend your hand,Extend your hand <MASK> <MASK> <MASK>,Extend your hand for a handshake.,motion_query,wait,motion_cue_not_seen
deepseek3000-01067__p060,deepseek3000-01067,train,0.60,0.666667,4,6,2,Extend your hand for,Extend your hand for <MASK> <MASK>,Extend your hand for a handshake.,motion_query,wait,motion_cue_not_seen
deepseek3000-01067__p080,deepseek3000-01067,train,0.80,0.833333,5,6,1,Extend your hand for a,Extend your hand for a <MASK>,Extend your hand for a handshake.,motion_query,wait,motion_cue_not_seen
deepseek3000-01067__p100,deepseek3000-01067,train,1.00,1.000000,6,6,0,Extend your hand for a handshake.,Extend your hand for a handshake.,Extend your hand for a handshake.,motion_query,motion_query,complete_input
deepseek3000-02430__p020,deepseek3000-02430,train,0.20,0.285714,2,7,5,Move the,Move the <MASK> <MASK> <MASK> <MASK> <MASK>,Move the vase away from the edge.,motion_query,motion_query,motion_cue_seen
deepseek3000-02430__p040,deepseek3000-02430,train,0.40,0.428571,3,7,4,Move the vase,Move the vase <MASK> <MASK> <MASK> <MASK>,Move the vase away from the edge.,motion_query,motion_query,motion_cue_seen
deepseek3000-02430__p060,deepseek3000-02430,train,0.60,0.714286,5,7,2,Move the vase away from,Move the vase away from <MASK> <MASK>,Move the vase away from the edge.,motion_query,motion_query,motion_cue_seen
deepseek3000-02430__p080,deepseek3000-02430,train,0.80,0.857143,6,7,1,Move the vase away from the,Move the vase away from the <MASK>,Move the vase away from the edge.,motion_query,motion_query,motion_cue_seen
deepseek3000-02430__p100,deepseek3000-02430,train,1.00,1.000000,7,7,0,Move the vase away from the edge.,Move the vase away from the edge.,Move the vase away from the edge.,motion_query,motion_query,complete_input
deepseek3000-00579__p020,deepseek3000-00579,train,0.20,0.250000,2,8,6,I need,I need <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,I need advice on how to study effectively.,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00579__p040,deepseek3000-00579,train,0.40,0.500000,4,8,4,I need advice on,I need advice on <MASK> <MASK> <MASK> <MASK>,I need advice on how to study effectively.,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00579__p060,deepseek3000-00579,train,0.60,0.625000,5,8,3,I need advice on how,I need advice on how <MASK> <MASK> <MASK>,I need advice on how to study effectively.,chat,chat,text_cue_seen
deepseek3000-00579__p080,deepseek3000-00579,train,0.80,0.875000,7,8,1,I need advice on how to study,I need advice on how to study <MASK>,I need advice on how to study effectively.,chat,chat,text_cue_seen
deepseek3000-00579__p100,deepseek3000-00579,train,1.00,1.000000,8,8,0,I need advice on how to study effectively.,I need advice on how to study effectively.,I need advice on how to study effectively.,chat,chat,complete_input
deepseek3000-01638__p020,deepseek3000-01638,train,0.20,0.250000,1,4,3,What,What <MASK> <MASK> <MASK>,What are your limitations?,chat,chat,text_cue_seen
deepseek3000-01638__p040,deepseek3000-01638,train,0.40,0.500000,2,4,2,What are,What are <MASK> <MASK>,What are your limitations?,chat,chat,text_cue_seen
deepseek3000-01638__p060,deepseek3000-01638,train,0.60,0.750000,3,4,1,What are your,What are your <MASK>,What are your limitations?,chat,chat,text_cue_seen
deepseek3000-01638__p080,deepseek3000-01638,train,0.80,1.000000,4,4,0,What are your limitations?,What are your limitations?,What are your limitations?,chat,chat,complete_input
deepseek3000-01638__p100,deepseek3000-01638,train,1.00,1.000000,4,4,0,What are your limitations?,What are your limitations?,What are your limitations?,chat,chat,complete_input
deepseek3000-00411__p020,deepseek3000-00411,train,0.20,0.250000,2,8,6,Turn your,Turn your <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Turn your head and look at the clock.,motion_query,motion_query,motion_cue_seen
deepseek3000-00411__p040,deepseek3000-00411,train,0.40,0.500000,4,8,4,Turn your head and,Turn your head and <MASK> <MASK> <MASK> <MASK>,Turn your head and look at the clock.,motion_query,motion_query,motion_cue_seen
deepseek3000-00411__p060,deepseek3000-00411,train,0.60,0.625000,5,8,3,Turn your head and look,Turn your head and look <MASK> <MASK> <MASK>,Turn your head and look at the clock.,motion_query,motion_query,motion_cue_seen
deepseek3000-00411__p080,deepseek3000-00411,train,0.80,0.875000,7,8,1,Turn your head and look at the,Turn your head and look at the <MASK>,Turn your head and look at the clock.,motion_query,motion_query,motion_cue_seen
deepseek3000-00411__p100,deepseek3000-00411,train,1.00,1.000000,8,8,0,Turn your head and look at the clock.,Turn your head and look at the clock.,Turn your head and look at the clock.,motion_query,motion_query,complete_input
deepseek3000-00052__p020,deepseek3000-00052,train,0.20,0.250000,1,4,3,How,How <MASK> <MASK> <MASK>,How does GPS work?,chat,chat,text_cue_seen
deepseek3000-00052__p040,deepseek3000-00052,train,0.40,0.500000,2,4,2,How does,How does <MASK> <MASK>,How does GPS work?,chat,chat,text_cue_seen
deepseek3000-00052__p060,deepseek3000-00052,train,0.60,0.750000,3,4,1,How does GPS,How does GPS <MASK>,How does GPS work?,chat,chat,text_cue_seen
deepseek3000-00052__p080,deepseek3000-00052,train,0.80,1.000000,4,4,0,How does GPS work?,How does GPS work?,How does GPS work?,chat,chat,complete_input
deepseek3000-00052__p100,deepseek3000-00052,train,1.00,1.000000,4,4,0,How does GPS work?,How does GPS work?,How does GPS work?,chat,chat,complete_input
deepseek3000-00175__p020,deepseek3000-00175,train,0.20,0.333333,1,3,2,Stand,Stand <MASK> <MASK>,Stand up straight.,motion_query,wait,motion_cue_not_seen
deepseek3000-00175__p040,deepseek3000-00175,train,0.40,0.666667,2,3,1,Stand up,Stand up <MASK>,Stand up straight.,motion_query,wait,motion_cue_not_seen
deepseek3000-00175__p060,deepseek3000-00175,train,0.60,0.666667,2,3,1,Stand up,Stand up <MASK>,Stand up straight.,motion_query,wait,motion_cue_not_seen
deepseek3000-00175__p080,deepseek3000-00175,train,0.80,1.000000,3,3,0,Stand up straight.,Stand up straight.,Stand up straight.,motion_query,motion_query,complete_input
deepseek3000-00175__p100,deepseek3000-00175,train,1.00,1.000000,3,3,0,Stand up straight.,Stand up straight.,Stand up straight.,motion_query,motion_query,complete_input
deepseek3000-02145__p020,deepseek3000-02145,train,0.20,0.250000,1,4,3,Lift,Lift <MASK> <MASK> <MASK>,Lift the box carefully.,motion_query,motion_query,motion_cue_seen
